"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"December 30, 2016",Idaho,"Idaho Falls","West 65th South and South 5th West",0,1,N/A
"December 30, 2016",Connecticut,Bridgeport,"130 Old Town Road",0,1,N/A
"December 30, 2016",Mississippi,Meridian,"803 29th St",1,0,N/A
"December 30, 2016",Illinois,Chicago,"4800 block of West Ferdinand Street",1,0,N/A
"December 29, 2016",Nebraska,Neligh,"324 Main St",0,1,N/A
"December 29, 2016",Illinois,"Williamson (county)","Locust Grove Road",0,3,N/A
"December 29, 2016",Washington,"Rock Island",N/A,0,1,N/A
"December 29, 2016",Texas,Lufkin,"500 block of FM 843",0,1,N/A
"December 29, 2016",Mississippi,"Macon (Prairie Point)","Buggs Ferry Road",1,0,N/A
"December 29, 2016",Indiana,Brownsburg,N/A,0,1,N/A
"December 29, 2016",Texas,Weatherford,"2150 Tin Top Road",0,2,N/A
"December 28, 2016",Louisiana,Monroe,"Saint John Street",1,0,N/A
"December 28, 2016",Florida,Crestview,"400 block of Triton Street",0,1,N/A
"December 28, 2016",Louisiana,Sterlington,"101 Lighthouse Lane",1,0,N/A
"December 28, 2016",Georgia,Valdosta,"1000 block of Cherry Creek Drive",1,0,N/A
"December 28, 2016",Maine,Sanford,"Brunell Avenue",1,0,N/A
"December 28, 2016",California,"Pittsburg (Bay Point)","2279 Willow Pass Rd",1,0,N/A
"December 27, 2016",Illinois,"Chicago (Chicago Lawn)","6200 block of South Spaulding",0,1,N/A
"December 27, 2016",Pennsylvania,Farmington,N/A,0,1,N/A
"December 27, 2016",Tennessee,"Mount Juliet","Davis Corner Road",0,1,N/A
"December 27, 2016",Tennessee,Nashville,"I-440 at Nolensville Pike",0,1,N/A
"December 27, 2016",Ohio,"Wayne (county)","9500 block of Overton Road",0,1,N/A
"December 27, 2016",Indiana,Elkhart,"25908 San Lu Rae Drive",1,0,N/A
"December 27, 2016",Indiana,Campbellsburg,"6900 block of North Starr Road",0,1,N/A
"December 27, 2016",Arizona,Phoenix,"39th Avenue and Thomas Road",0,1,N/A
"December 26, 2016","South Carolina",Andrews,"1358 Mount Pleasant Dr",1,0,N/A
"December 26, 2016",Texas,Killeen,"3500 block of Plains Drive",0,1,N/A
"December 26, 2016",Utah,"Salt Lake City (West Valley City)",N/A,0,1,N/A
"December 26, 2016","West Virginia",Princeton,"110 Erica Lane",1,0,N/A
"December 26, 2016","South Carolina",Anderson,"605 Murphy Rd",1,0,N/A
"December 26, 2016",Mississippi,Columbus,"Highway 69",0,1,N/A
"December 25, 2016",Arizona,Phoenix,"14630 N 25th Dr",0,2,N/A
"December 25, 2016",Illinois,Salem,"2400 block of Summertime Road",0,0,N/A
"December 25, 2016",Tennessee,"Henderson (county)","6000 block of Middleburg Road",1,0,N/A
"December 25, 2016",Ohio,Dayton,"1600 block of Watervliet Avenue",0,1,N/A
"December 25, 2016",Massachusetts,Abington,"Temple Street",0,1,N/A
"December 24, 2016",Louisiana,Plaquemine,N/A,1,0,N/A
"December 24, 2016",Massachusetts,Westfield,"Sackett Street",0,1,N/A
"December 24, 2016",Nebraska,Omaha,"Northwest Radial and Decatur St",0,1,N/A
"December 24, 2016","New York","Corona (Queens)","Steinway St and 23rd Ave",0,1,N/A
"December 24, 2016",Iowa,Allison,N/A,1,0,N/A
"December 24, 2016",Massachusetts,Orange,"Tully Rd",0,1,N/A
"December 24, 2016",Louisiana,Shreveport,"5800 Block of Attaway Street",0,1,N/A
"December 23, 2016",Pennsylvania,Erie,"730 Tacoma Rd",0,1,N/A
"December 23, 2016",Massachusetts,"South Yarmouth","Captain Daniel Road",0,1,N/A
"December 23, 2016",Texas,Palestine,"500 block of Anderson County Road 350",1,0,N/A
"December 23, 2016",Indiana,Elkhart,"29508 San Lu Rae Drive",1,0,N/A
"December 23, 2016",Ohio,Cleveland,"3811 Library Avenue",1,0,N/A
"December 23, 2016",Pennsylvania,Erie,"East 7th and Tacoma Road",0,1,N/A
"December 22, 2016",Missouri,Owensville,"1500 block of State Hwy Y",0,1,N/A
"December 22, 2016",Alabama,"Geneva (county)","County Road 41",1,0,N/A
"December 22, 2016",Pennsylvania,Whitehall,"1804 Juniper Drive",0,1,N/A
"December 21, 2016",Ohio,Columbus,"2700 block of Noe Bixby",1,0,N/A
"December 21, 2016",Arkansas,"Little Rock","2510 Romine Road",1,0,N/A
"December 21, 2016","South Carolina",Gaffney,N/A,0,1,N/A
"December 21, 2016",Michigan,Detroit,"1006 Ashton Street",0,1,N/A
"December 21, 2016",Michigan,Detroit,"791 Tennessee Street",1,0,N/A
"December 20, 2016",Colorado,"Castle Rock","3900 Morning Glory Dr",0,0,N/A
"December 20, 2016",Texas,Odessa,"1700 block of La Casa Drive",0,1,N/A
"December 20, 2016",Michigan,Detroit,"500 Block of Arden Park Boulevard",0,1,N/A
"December 20, 2016",Ohio,"Grove City","4048 Parkmead Drive",1,0,N/A
"December 20, 2016",Florida,Titusville,"2000 block of Karanda Street",0,1,N/A
"December 20, 2016",Ohio,"Gallia (county)","Turkey Run Road",0,1,N/A
"December 19, 2016",Louisiana,Coushatta,"11000 block of US Highway 71",0,1,N/A
"December 19, 2016",Illinois,Peoria,"800 block of North Limestone Lane",0,1,N/A
"December 19, 2016",Arizona,Tucson,"1900 block of West Greenleaf Drive",0,1,N/A
"December 19, 2016",Arkansas,"Miller (county)","11000 block of Highway 71",1,0,N/A
"December 18, 2016",Colorado,"Colorado Springs","2802 East Fountain Boulevard",0,1,N/A
"December 18, 2016",Ohio,Columbus,"1300 block of Cole Street",0,1,N/A
"December 18, 2016",Colorado,Clifton,"464 32 1/2 Road",0,1,N/A
"December 18, 2016","North Carolina",Charlotte,"4900 block of Arborwood Dr",0,1,N/A
"December 18, 2016",Florida,"Flagler (county)",N/A,0,1,N/A
"December 18, 2016",Virginia,"Chesterfield (county)",N/A,0,1,N/A
"December 18, 2016",Mississippi,Raymond,"Snake Creek Road",0,2,N/A
"December 18, 2016",Mississippi,"Moss Point","7629 Old Mobile Ave",0,1,N/A
"December 18, 2016",Texas,Mckinney,N/A,0,0,N/A
"December 17, 2016",Texas,Waco,"9th Street and Colcord Avenue",0,1,N/A
"December 17, 2016",Illinois,Chicago,"5900 block of West Rice",0,1,N/A
"December 17, 2016",Kentucky,Hopkinsville,"117 N Kentucky Ave",0,1,N/A
"December 17, 2016",Mississippi,Meridian,"188 Mt. Horeb Rd",1,0,N/A
"December 17, 2016",California,Oceanside,"400 block of Vandegrift Boulevard",0,1,N/A
"December 17, 2016",Kansas,Wichita,"1300th block of North Erie",1,0,N/A
"December 17, 2016",Florida,"Saint Petersburg (St Petersburg)","7949 50th Avenue North",0,1,N/A
"December 17, 2016",Louisiana,"Baton Rouge",N/A,0,1,N/A
"December 17, 2016","New York",Lyons,"State Route 14",0,0,N/A
"December 16, 2016",Florida,"Saint Petersburg (St Petersburg)","340 1st Avenue North",0,0,N/A
"December 16, 2016","New Jersey",Harrison,"N 3rd St and Hamilton St",0,1,N/A
"December 15, 2016",Washington,Everett,"Cleveland Avenue",1,0,N/A
"December 15, 2016",Ohio,Piqua,"500 block of Gordon Street",0,1,N/A
"December 15, 2016",Texas,"Fort Worth","3700 block of Tanacross Drive",0,1,N/A
"December 15, 2016",Texas,"San Angelo","Upton and North Poe",0,1,N/A
"December 15, 2016","West Virginia",Mannington,"Dents Run Road",0,1,N/A
"December 15, 2016",Indiana,Elkhart,"1100 block of Middlebury Street",0,1,N/A
"December 15, 2016",Indiana,Logansport,"800 block of 21st Street",1,0,N/A
"December 15, 2016",Mississippi,"Lauderdale (county)",N/A,0,1,N/A
"December 15, 2016",Tennessee,Ooltewah,"Blanche Road",0,1,N/A
"December 15, 2016",Georgia,Calhoun,N/A,0,1,N/A
"December 14, 2016",Ohio,Toledo,"1000 block of Garden Lake Drive",0,2,N/A
"December 14, 2016",Oklahoma,"Fort Gibson","2 Mile Road",1,0,N/A
"December 14, 2016",Texas,Alvin,"2900 Block of South Gordon Street",0,1,N/A
"December 14, 2016",Illinois,Springfield,"2041 E Lawrence Ave",1,0,N/A
"December 14, 2016","South Carolina",Anderson,"320 E Beltline Blvd",0,1,N/A
"December 14, 2016",Illinois,Chicago,"3600 block of West Division",0,1,N/A
"December 14, 2016",Ohio,Cleveland,"Lee Road and DeForest Avenue",0,1,N/A
"December 13, 2016","New York",Catskill,"695 Route 23b",0,0,N/A
"December 13, 2016",Washington,Kennewick,"6700 block of West Kennewick Avenue",0,0,N/A
"December 13, 2016",Alaska,Anchorage,"5500 Lake Otis Parkway",1,0,N/A
"December 13, 2016",Colorado,"Grand Junction",N/A,0,1,N/A
"December 13, 2016",Texas,Denton,"707 S Interstate 35 E",0,1,N/A
"December 13, 2016",Ohio,Cincinnati,"5100 block of Hawaiian Terrace",0,1,N/A
"December 13, 2016",Missouri,"Green City","314 West Highway 6",0,1,N/A
"December 13, 2016",Ohio,"Cleveland (South Euclid)","Sheffield Rd",0,0,N/A
"December 12, 2016",Colorado,"Colorado Springs","2300 Block of Skyview Lane",0,1,N/A
"December 12, 2016",Kansas,Topeka,"2909 SE Highland Ct",0,1,N/A
"December 12, 2016",Michigan,Detroit,"4300 block of Tireman",1,0,N/A
"December 12, 2016",Texas,"College Station","700 Dominik Drive",0,1,N/A
"December 12, 2016","New Mexico",Farmington,"1 Rd 3959",1,0,N/A
"December 12, 2016",Montana,Helena,"Green Meadow Drive",0,0,N/A
"December 12, 2016",Indiana,Columbus,"300 block of Cleveland Street",1,0,N/A
"December 12, 2016",Illinois,"Chicago (Englewood)","7400 block of South Harvard",0,1,N/A
"December 12, 2016",Kentucky,Lexington,"1968 Pavilion Way",0,1,N/A
"December 12, 2016",Texas,Austin,"501 East Stassney Lane",1,0,N/A
"December 12, 2016",Ohio,Cincinnati,"5100 block of Hawaiian Terrace",0,1,N/A
"December 12, 2016",Louisiana,Lafayette,"350 Michael Ann Dr",0,4,N/A
"December 11, 2016",Missouri,Columbia,"Ballenger Lane",0,1,N/A
"December 11, 2016",Vermont,"Danby (Mount Tabor)","602 Brooklyn Road",1,0,N/A
"December 11, 2016",Missouri,"Saint Louis (Sunset Hills)","10890 Sunset Hills Plaza",0,1,N/A
"December 11, 2016",Iowa,Ottumwa,"11000 Block of 65th St",0,1,N/A
"December 11, 2016",Ohio,"North Canton","2331 Vixen Street NW",1,0,N/A
"December 11, 2016",Florida,"The Villages","Kittredge Loop",0,0,N/A
"December 10, 2016",Michigan,"Port Hope","4711 Kinde Rd",0,0,N/A
"December 10, 2016",Missouri,"Mountain View","210 W. Second St.",1,0,N/A
"December 10, 2016",Maine,Ellsworth,"Mariaville Road",0,1,N/A
"December 10, 2016",Nevada,"Las Vegas","5801 W. Lake Mead Boulevard",1,0,N/A
"December 10, 2016","South Carolina",Union,"Buffalo Street",1,0,N/A
"December 9, 2016","North Carolina",Lexington,"821 Owen Road",0,1,N/A
"December 9, 2016",Florida,"Spring Hill","6300 Shoal Line Blvd",0,1,N/A
"December 9, 2016",Tennessee,Nashville,"590 Joseph Ave",0,1,N/A
"December 9, 2016",Florida,Pensacola,"2200 block of Brookpark Road",1,0,N/A
"December 9, 2016",Oklahoma,"Pittsburg (county)",N/A,0,1,N/A
"December 8, 2016",Missouri,Vanduser,"Bugg Street",1,0,N/A
"December 8, 2016",Florida,"Fort Myers","2418 Colonial Boulevard",0,1,N/A
"December 8, 2016","New Jersey",Trenton,"Calhoun St and Bellevue Ave",0,1,N/A
"December 8, 2016",Louisiana,Franklin,"600 block of Curtis Street",1,0,N/A
"December 8, 2016",Ohio,Cleveland,"2201 West 93rd Street",1,0,N/A
"December 7, 2016",Georgia,"Oconee (county)","Dove Creek Rd",0,1,N/A
"December 7, 2016",Iowa,"Grand Junction",N/A,0,1,N/A
"December 7, 2016",Illinois,Springfield,"1100 block of East Mason Street",0,1,N/A
"December 7, 2016",Georgia,Newnan,"99 Wilson Circle",0,1,N/A
"December 6, 2016",Georgia,Mableton,"6660 Mableton Pkwy SE",1,0,N/A
"December 5, 2016",California,"San Diego","Landis St & Herman Ave",0,1,N/A
"December 5, 2016",Alabama,Huntsville,"100 block of Seminole Drive",0,1,N/A
"December 5, 2016",Pennsylvania,Reading,"2020 North 13th Street",0,1,N/A
"December 5, 2016",Oklahoma,Mcalester,N/A,0,1,N/A
"December 5, 2016","North Dakota",Williston,N/A,0,1,N/A
"December 4, 2016",Florida,Kissimmee,"5678 W Irlo Bronson Memorial Hwy",0,1,N/A
"December 4, 2016",California,Tarzana,"Vanalden Avenue",1,0,N/A
"December 4, 2016",Louisiana,"Lake Charles","2550 Golden Nugget Boulevard",0,0,N/A
"December 4, 2016",Indiana,"New Goshen",N/A,0,1,N/A
"December 4, 2016",Pennsylvania,Pittsburgh,N/A,0,0,N/A
"December 4, 2016",Ohio,Toledo,"2400 block of Seaman Street",1,0,N/A
"December 3, 2016",Michigan,"Gratiot (county)",N/A,0,1,N/A
"December 3, 2016",Georgia,"Toombs (county)","907 John Dasher Road",0,1,N/A
"December 3, 2016",California,Pasadena,"2627 E. Colorado Blvd",0,2,N/A
"December 3, 2016",Georgia,Atlanta,"3650 Jonesboro Rd SE",0,1,N/A
"December 2, 2016","South Carolina",Aiken,"1700 Whiskey Rd",0,1,N/A
"December 2, 2016",Kansas,Wichita,"26th and Madison",0,0,N/A
"December 2, 2016",Michigan,"Isabella (county)","1000 block of East Jordan Road",0,1,N/A
"December 2, 2016",Virginia,Mineral,"Daniel Road",1,0,N/A
"December 2, 2016",Alabama,"Flomaton (Pollard)","Foshee Road and Highway 31",1,0,N/A
"December 2, 2016",Virginia,"Charlotte (county)","Mt. Carmel Road",1,0,N/A
"December 2, 2016",Louisiana,"Baton Rouge","6880 Cezanne Drive",0,1,N/A
"December 2, 2016",Oregon,Lebanon,"1600 block of South Ninth",0,1,N/A
"December 2, 2016",Pennsylvania,Bethlehem,"300 Gateway Drive",0,1,N/A
"December 1, 2016",Utah,Bountiful,"955 E 1800 S",0,0,N/A
"December 1, 2016","New York",Norwich,"Division Street",1,0,N/A
"December 1, 2016",California,Paramount,"6500 block of San Luis Street",0,1,N/A
"December 1, 2016",Florida,Jupiter,"5500 Military Trail #25",0,1,N/A
"December 1, 2016",Louisiana,"New Orleans","6000 block of Downman Road",0,1,N/A
"December 1, 2016","South Carolina",Seabrook,N/A,0,1,N/A
"November 30, 2016",Oklahoma,"Pontotoc (county)","County Road 1610",0,1,N/A
"November 30, 2016",Tennessee,Springfield,N/A,0,1,N/A
"November 30, 2016",Florida,"Hallandale (Hallandale Beach)","Hallandale Beach Blvd",0,1,N/A
"November 30, 2016","South Carolina",Spartanburg,"University Way",0,0,N/A
"November 30, 2016",Texas,Bonham,"Highway 78",0,0,N/A
"November 29, 2016",Florida,"Miami Beach","1346 Alton Road",0,1,N/A
"November 29, 2016",Maryland,Crofton,"Holly Hill Lane and Reed Drive",0,1,N/A
"November 29, 2016",Pennsylvania,Lancaster,"300 Block of S Broad St",0,1,N/A
"November 29, 2016",Virginia,"Chesterfield (county)","4924 Burnt Oak Drive",0,1,N/A
"November 29, 2016",Michigan,"Ortonville (Brandon)","400 block of Dons Court",0,0,N/A
"November 29, 2016","New York","Pine Plains","262 Co Rte 7",0,1,N/A
"November 28, 2016","New York",Syracuse,N/A,0,1,N/A
"November 28, 2016",Texas,Houston,"10235 Almeda Genoa",1,1,N/A
"November 28, 2016",Florida,"Winter Haven","2520 US Hwy 92 West",1,0,N/A
"November 28, 2016",Texas,"Del Rio","406 W Martinez St",2,0,N/A
"November 28, 2016",California,Norwalk,"14000 block of Jersey Ave",0,1,N/A
"November 28, 2016",Oklahoma,"Ardmore (Dickson)","Sparrow and Dickson Street",0,1,N/A
"November 28, 2016","New York",Busti,"Orr Street Extension and Garfield Road",1,0,N/A
"November 27, 2016",California,Chino,"5900 block of Notre Dame Avenue",1,0,N/A
"November 27, 2016","New York",Caledonia,"W River Road",1,0,N/A
"November 27, 2016","New Jersey","Woodcliff Lake","100 Prospect Ave",0,1,N/A
"November 27, 2016",Vermont,"Saint Johnsbury","Hollow View Drive",0,0,N/A
"November 27, 2016",Michigan,Deerfield,N/A,0,1,N/A
"November 27, 2016",Pennsylvania,Franklin,"900 Pioneer Rd",0,1,N/A
"November 27, 2016",Pennsylvania,Republic,"218 Republic Rd",1,0,N/A
"November 27, 2016",Illinois,Chicago,"4500 block of West Congress Parkway",0,1,N/A
"November 27, 2016",Virginia,"Falls Church","3000 block of Nicosh Circle",0,0,N/A
"November 27, 2016",Wisconsin,Chetek,"500 block of Tainter Street",0,1,N/A
"November 27, 2016",Kentucky,Edmonton,"Cedar Flat Rd",1,0,N/A
"November 27, 2016",Florida,"Hollywood (Cooper City)","5500 S Flamingo Rd",0,1,N/A
"November 26, 2016",Maryland,"Cecil (county)",N/A,0,1,N/A
"November 26, 2016",Illinois,Chicago,"6800 block of South State",0,1,N/A
"November 26, 2016",Missouri,Festus,"650 South Truman Blvd",0,1,N/A
"November 26, 2016",California,Antelope,"3300 block of Langley Way",1,0,N/A
"November 26, 2016",Maryland,Sabillasville,"6600 block of Eylers Valley Flint Road",1,0,N/A
"November 26, 2016",Indiana,Wilkinson,N/A,0,1,N/A
"November 26, 2016",Tennessee,Niota,"County Road 278",1,0,N/A
"November 26, 2016",Florida,Hudson,"7031 Oakley Avenue",0,1,N/A
"November 26, 2016",Ohio,"Grand Rapids","SR Route 65",1,0,N/A
"November 26, 2016",Michigan,"Branch (county)","Gunthorpe Road",1,0,N/A
"November 26, 2016",Oregon,"La Grande",N/A,0,1,N/A
"November 26, 2016",Utah,Orem,"1000 North and 900 West",0,0,N/A
"November 25, 2016",Montana,Billings,"308 6th Avenue North",0,2,N/A
"November 25, 2016",Arizona,Tucson,"5850 East Broadway Blvd",0,1,N/A
"November 25, 2016","New York","New York (Manhattan)","57th Road and Cloverdale Blvd",0,1,N/A
"November 25, 2016",Virginia,Courtland,N/A,0,1,N/A
"November 25, 2016",California,"San Diego","4333 Home Avenue",0,2,N/A
"November 25, 2016","North Carolina",Warne,"White Oak Drive",0,1,N/A
"November 25, 2016","South Carolina",Gaston,"Pineturn Lane",1,0,N/A
"November 24, 2016",Pennsylvania,Philadelphia,"3500 N 9th Street",0,1,N/A
"November 24, 2016",Colorado,"Colorado Springs","6500 Ashcroft Drive",0,0,N/A
"November 24, 2016",Ohio,Springfield,"2106 Erie Avenue",0,1,N/A
"November 24, 2016","New York","Sandy Creek","Kehoe Road",1,0,N/A
"November 24, 2016","New York",Syracuse,"100 block of Walnut St",1,1,N/A
"November 24, 2016","New York",Glenmont,"Smultz Road",0,1,N/A
"November 24, 2016",Kentucky,Georgetown,"1001 Cherry Blossom Way",0,1,N/A
"November 24, 2016",Connecticut,"New London","2 Tinker Court",0,1,N/A
"November 24, 2016",Tennessee,Midway,"315 Midway Cr",0,1,N/A
"November 24, 2016",Florida,"Levy (county)",N/A,1,0,N/A
"November 23, 2016",Alabama,Tuscaloosa,"5501 Old Montgomery Highway",0,1,N/A
"November 23, 2016",Kentucky,Hardyville,"507 North Jackson Highway",1,0,N/A
"November 23, 2016","West Virginia",Troy,"Highway 47 West",1,0,N/A
"November 23, 2016",Delaware,Newark,"100 block of South Patrice Drive",0,2,N/A
"November 23, 2016",Michigan,Marquette,"N 1311 County Rd KCI",1,0,N/A
"November 22, 2016","South Carolina",Orangeburg,"Maedrine Street",0,0,N/A
"November 22, 2016",Indiana,Anderson,"1600 block of West 7th Street",1,0,N/A
"November 22, 2016",Ohio,Middletown,"1500 block of Brown Street",0,1,N/A
"November 22, 2016",Ohio,Columbus,"200 block of Dana Avenue",0,1,N/A
"November 22, 2016",Arizona,Chandler,"Germann Road and Alma School Road",0,2,N/A
"November 22, 2016",Mississippi,Ridgeland,"1018 Highland Colony Pkwy #300",0,1,N/A
"November 22, 2016",Virginia,Christiansburg,"700 block of Dabney Road",1,0,N/A
"November 22, 2016",Arkansas,"Searcy (county)",N/A,1,0,N/A
"November 21, 2016",Florida,Pensacola,"49th Avenue",0,1,N/A
"November 20, 2016",Oregon,Roseburg,"17000 block of North Bank Road",0,1,N/A
"November 20, 2016",Louisiana,"Many (Sabine)",N/A,1,0,N/A
"November 20, 2016",Florida,"Vero Beach","962 14th Ln",0,1,N/A
"November 20, 2016",Indiana,Woodburn,"2400 block of River Road",0,1,N/A
"November 20, 2016",Ohio,"Newton Falls (Braceville)",N/A,0,0,N/A
"November 20, 2016",Virginia,"Dinwiddie (county)",I-85,1,0,N/A
"November 20, 2016",Alabama,Mobile,"3200 Pleasant Valley Rd",0,1,N/A
"November 20, 2016",Nebraska,Omaha,"1875 S 75th St",0,1,N/A
"November 20, 2016",Arkansas,"Little Rock","11810 Pleasant Ridge Rd",0,1,N/A
"November 20, 2016",Pennsylvania,Chicora,"800 block of Seven Hills Road",0,1,N/A
"November 20, 2016",Virginia,Reston,"1500 block of Cameron Crescent Drive",0,0,N/A
"November 19, 2016",Illinois,"Pembroke Township","13500E block of 2000S Road",0,1,N/A
"November 19, 2016",Texas,Montgomery,N/A,0,1,N/A
"November 19, 2016","North Carolina",Raleigh,"1025 Blue Ridge Road",0,1,N/A
"November 19, 2016","New York","Schuyler (county)",N/A,0,1,N/A
"November 18, 2016",Idaho,Kuna,"Meridian and Hubbard",0,1,N/A
"November 18, 2016","North Dakota",Fargo,"Evergreen Road",0,0,N/A
"November 18, 2016",Wyoming,Lusk,"Mule Creek Road",0,1,N/A
"November 18, 2016",Tennessee,Greeneville,"9300 block of Horton Highway",0,1,N/A
"November 17, 2016",Minnesota,"Saint Paul","543 Front Avenue",0,0,N/A
"November 17, 2016",Ohio,"Tipp City","480 Ginghamsburg Rd",0,1,N/A
"November 17, 2016","New Jersey","Trenton (Hamilton Township)","2000 block of Genesee Street",1,0,N/A
"November 17, 2016","South Carolina","Myrtle Beach","4803 US Highway 17 Bypass South",0,1,N/A
"November 17, 2016",Idaho,Nampa,"16802 Nash Rd",0,1,N/A
"November 16, 2016",Illinois,Chicago,"8000 block of South Stony Island Avenue",0,1,N/A
"November 16, 2016",Kentucky,Madisonville,"Highway 41-A",0,1,N/A
"November 16, 2016",Florida,Loxahatchee,"11800 block of Seminole Pratt Whitney Road",0,1,N/A
"November 16, 2016",Pennsylvania,"Saint Thomas",N/A,0,1,N/A
"November 16, 2016",Arkansas,Bentonville,"Punkin Hollow and Miller Church Roads",1,0,N/A
"November 16, 2016",Mississippi,"Marion (county)",N/A,0,1,N/A
"November 16, 2016","North Carolina",Charlotte,"1000 block of State St",0,1,N/A
"November 15, 2016",Ohio,Cleveland,"West 43rd Street and Clark Avenue",0,1,N/A
"November 15, 2016",Louisiana,"Baton Rouge","North Foster Drive",0,1,N/A
"November 15, 2016",Montana,"Park (county)","Daisy Dean Road",1,0,N/A
"November 15, 2016",Nevada,"Las Vegas","3799 Audrie St",0,1,N/A
"November 15, 2016",Texas,Austin,"3100 Block of Powell Lane",0,1,N/A
"November 15, 2016",Michigan,"Alcona (county)",N/A,0,1,N/A
"November 15, 2016",Maine,"Hollis Center","490 River Road",0,1,N/A
"November 14, 2016",Utah,Orem,N/A,0,2,N/A
"November 14, 2016",Minnesota,Laporte,"Osprey Drive",0,1,N/A
"November 14, 2016",Indiana,Shelbyville,N/A,0,1,N/A
"November 13, 2016",Vermont,"South Royalton (Royalton)","Gage Rd",0,1,N/A
"November 13, 2016",Colorado,"Park (county)",N/A,1,0,N/A
"November 13, 2016",Georgia,"Jasper (county)","Highway 16",1,0,N/A
"November 13, 2016","New York",Whitestone,"10th Ave",0,0,N/A
"November 13, 2016",Ohio,Woodville,N/A,0,1,N/A
"November 13, 2016",Vermont,Vershire,"Reed Rd",0,1,N/A
"November 13, 2016",Massachusetts,Framingham,"31 Dennison Avenue",0,1,N/A
"November 13, 2016",Oregon,Lebanon,"36400 block of Gore Drive",0,1,N/A
"November 13, 2016","North Carolina",Rockwell,"Jennifer's Lane",0,1,N/A
"November 13, 2016",Indiana,Indianapolis,"1606 E. 44th Street",0,2,N/A
"November 13, 2016",Indiana,Vevay,"Ashland Cove Road",0,1,N/A
"November 13, 2016",Iowa,Afton,N/A,0,0,N/A
"November 13, 2016",Washington,Pullman,"200 block of Northwest Thomas Street",0,0,N/A
"November 13, 2016",Michigan,Ypsilanti,"212 Stevens Drive",1,0,N/A
"November 13, 2016","New Jersey",Paterson,"Fair Street",0,1,N/A
"November 13, 2016",Mississippi,Meridian,"1600 block of 20th Street",0,1,N/A
"November 12, 2016",Ohio,Cleveland,"2900 block of East 97th Street",0,1,N/A
"November 12, 2016","South Carolina",Union,"200 block of Wilson Road",1,0,N/A
"November 12, 2016","New Hampshire",Nashua,"E Pearl St",0,1,N/A
"November 12, 2016",Colorado,"Grand Junction (Fruitvale)","3060 Sandpiper Avenue",1,0,N/A
"November 12, 2016",Michigan,"Grand Rapids","Griggs Street",0,1,N/A
"November 12, 2016",Minnesota,"Douglas (county)",N/A,0,1,N/A
"November 12, 2016",Connecticut,Branford,"624 West Main Street",0,1,N/A
"November 12, 2016",Montana,Libby,N/A,1,0,N/A
